Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
659437,API,Google,No,No,1,3,165,3,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,15,15,No,No,Modified
659411,Landing Page Submission,Google,No,No,0,6,398,3,Olark Chat Conversation,India,E-COMMERCE,Student of SomeSchool,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,15,15,No,Yes,Olark Chat Conversation
659407,API,Organic Search,No,No,0,3,570,3,Converted to Lead,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,,02.Medium,02.Medium,13,15,No,No,Modified
659395,Landing Page Submission,Organic Search,No,No,1,6,895,6,Email Opened,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Dual Specialization Student,Other Cities of Maharashtra,02.Medium,01.High,14,18,No,Yes,Email Opened
659371,Landing Page Submission,Google,No,No,1,4,1190,4,Email Opened,India,Human Resource Management,Multiple Sources,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Mumbai,02.Medium,01.High,13,18,No,No,Email Opened
659369,Lead Add Form,Reference,No,No,1,0,0,0,Email Link Clicked,India,Business Administration,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,,02.Medium,01.High,14,19,No,No,Email Link Clicked
659366,API,Direct Traffic,No,No,0,5,1566,5,Converted to Lead,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,Not Sure,No,No,,,03.Low,02.Medium,11,15,No,No,Modified
659364,API,Google,No,No,1,5,727,5,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Dual Specialization Student,Thane & Outskirts,02.Medium,02.Medium,14,15,No,No,Email Opened
659357,Landing Page Submission,Google,No,No,0,8,652,4,Unreachable,India,Hospitality Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,13,15,No,No,Modified
659345,API,Organic Search,No,No,0,4,1248,1.33,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,13,15,No,No,Email Opened
659334,API,Google,No,No,0,2,767,2,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,,02.Medium,02.Medium,15,14,No,No,Modified
659293,API,Referral Sites,No,No,0,10,275,3.33,Page Visited on Website,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,,02.Medium,02.Medium,15,13,No,No,Page Visited on Website
659287,API,Organic Search,No,No,0,3,273,3,Converted to Lead,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
659283,Lead Add Form,Reference,No,No,1,,1111,,,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Other Cities,02.Medium,01.High,14,18,No,No,Modified
659281,Landing Page Submission,Google,No,No,0,8,277,4,Email Opened,India,Finance Management,Online Search,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
659263,API,Organic Search,No,No,1,3,1207,1.5,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,01.High,02.Medium,16,15,No,No,Modified
659248,API,Google,No,No,0,2,39,1,Converted to Lead,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,01.High,02.Medium,16,15,No,No,Modified
659244,Landing Page Submission,Google,No,No,0,4,1638,4,Email Opened,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,03.Low,01.High,12,18,No,Yes,Email Opened
659241,API,Referral Sites,No,No,0,16,53,16,Olark Chat Conversation,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,15,13,No,No,Modified
659238,Landing Page Submission,Direct Traffic,No,No,0,1,127,1,Converted to Lead,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Not Sure,No,No,,Mumbai,01.High,01.High,16,18,No,Yes,Modified
659221,Landing Page Submission,Organic Search,Yes,No,0,5,100,5,Page Visited on Website,India,Supply Chain Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,Mumbai,02.Medium,01.High,15,18,No,Yes,Modified
659217,Landing Page Submission,Google,Yes,No,0,4,323,4,Unsubscribed,India,International Business,Multiple Sources,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,13,18,No,No,Unsubscribed
659203,API,Google,No,No,1,2,160,1,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,01.High,02.Medium,16,15,No,No,Modified
659191,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,Marketing Management,,Businessman,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,,02.Medium,01.High,15,19,No,No,Modified
659182,API,Google,No,No,0,1,263,1,Converted to Lead,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,Other Leads,,02.Medium,02.Medium,14,14,No,No,Modified
659170,API,Google,No,No,0,2,1218,2,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,,03.Low,02.Medium,11,15,No,No,Modified
659158,Lead Add Form,Reference,No,No,1,,986,,,India,Marketing Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,,02.Medium,01.High,14,19,No,No,Modified
659153,Lead Add Form,Welingak Website,No,No,1,,889,,,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
659146,Landing Page Submission,Google,No,No,1,5,1091,5,Unreachable,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,13,20,No,No,Unreachable
659142,Landing Page Submission,Direct Traffic,No,No,0,4,291,4,Olark Chat Conversation,India,Supply Chain Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,14,16,No,Yes,Modified
659141,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,Hospitality Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,02.Medium,15,16,No,No,Modified
659138,API,Google,Yes,No,0,1,1759,1,Olark Chat Conversation,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,01.High,02.Medium,16,15,No,No,Olark Chat Conversation
659132,Landing Page Submission,Referral Sites,No,No,0,7,41,3.5,Email Opened,India,Services Excellence,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,14,14,No,Yes,Email Opened
659123,Landing Page Submission,Google,No,No,0,5,386,5,Email Opened,India,Business Administration,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,Thane & Outskirts,02.Medium,01.High,14,17,No,No,Modified
659117,API,Referral Sites,No,No,0,6,216,2,Page Visited on Website,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,13,No,No,Page Visited on Website
659106,Landing Page Submission,Google,No,No,1,5,1603,5,Email Opened,India,Operations Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Email Opened
659094,Landing Page Submission,google,No,No,0,7,106,3.5,Page Visited on Website,India,Others,Multiple Sources,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,14,13,No,No,Modified
659079,API,Google,No,No,0,2,73,2,Unreachable,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,,03.Low,02.Medium,12,15,No,No,Modified
659076,API,Google,No,No,0,2,77,2,Converted to Lead,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,13,15,No,No,Modified
659074,Landing Page Submission,Direct Traffic,No,No,0,3,718,3,Unreachable,India,Hospitality Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,02.Medium,02.Medium,13,14,No,Yes,Modified
659069,Landing Page Submission,Google,No,No,0,5,432,1.67,Olark Chat Conversation,India,Marketing Management,Word Of Mouth,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Olark Chat Conversation
659057,Landing Page Submission,Google,No,No,0,5,232,2.5,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Might be,No,No,Other Leads,Other Cities,02.Medium,02.Medium,13,16,No,No,Email Opened
659050,Landing Page Submission,Direct Traffic,No,No,0,2,702,2,Email Opened,India,Hospitality Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,14,13,No,Yes,Email Opened
659038,Landing Page Submission,Organic Search,No,No,1,5,614,5,Unreachable,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Thane & Outskirts,02.Medium,01.High,15,19,No,Yes,Unreachable
659036,Landing Page Submission,Direct Traffic,No,No,1,1,1808,1,Converted to Lead,India,IT Projects Management,,Unemployed,,No,No,No,No,No,No,No,No,Lost to EINS,Not Sure,No,No,,Thane & Outskirts,02.Medium,02.Medium,14,14,No,Yes,Modified
659016,Landing Page Submission,Direct Traffic,Yes,No,0,2,234,1,Email Bounced,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,invalid number,Not Sure,No,No,,Mumbai,02.Medium,01.High,15,18,No,Yes,Modified
659013,Landing Page Submission,Direct Traffic,No,No,0,3,245,3,Unreachable,India,Finance Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,Thane & Outskirts,02.Medium,01.High,13,17,No,Yes,Modified
658983,Landing Page Submission,Organic Search,No,No,1,8,1268,4,Email Opened,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Mumbai,01.High,01.High,16,18,No,Yes,Email Opened
658976,Landing Page Submission,Google,No,No,0,2,56,2,Email Bounced,India,Others,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,Mumbai,03.Low,02.Medium,12,15,No,No,Modified
658932,API,Referral Sites,No,No,0,4,174,2,Email Link Clicked,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,,02.Medium,02.Medium,13,13,No,No,Modified
658917,Landing Page Submission,Direct Traffic,No,No,0,4,1149,2,Email Opened,India,Others,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Mumbai,02.Medium,01.High,14,18,No,No,Email Opened
658888,Landing Page Submission,Direct Traffic,No,No,0,2,333,2,Email Opened,India,E-COMMERCE,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,14,13,No,Yes,Email Opened
658856,API,Organic Search,No,No,0,7,471,2.33,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Email Opened
658852,Landing Page Submission,Direct Traffic,No,No,1,3,1010,3,Email Opened,India,Supply Chain Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Other Metro Cities,02.Medium,02.Medium,15,16,No,Yes,Email Opened
658831,API,Olark Chat,No,No,1,10,1815,3.33,Had a Phone Conversation,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,15,17,No,Yes,Had a Phone Conversation
658828,Landing Page Submission,Direct Traffic,No,No,0,2,47,2,Email Link Clicked,India,Business Administration,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Other Cities,02.Medium,02.Medium,14,16,No,Yes,Email Link Clicked
658826,Landing Page Submission,Direct Traffic,No,No,1,3,1528,1.5,Email Opened,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,,Other Cities,02.Medium,02.Medium,14,16,No,Yes,Modified
658793,Landing Page Submission,Google,No,No,1,6,919,6,Email Opened,India,Finance Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Email Opened
658779,API,Organic Search,No,No,0,10,194,5,Email Link Clicked,India,Media and Advertising,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,13,15,No,No,Modified
658773,API,Organic Search,No,No,0,1,1173,1,Converted to Lead,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
658766,API,Google,No,No,0,2,351,2,Email Opened,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,,02.Medium,02.Medium,13,15,No,No,Email Opened
658756,Landing Page Submission,Referral Sites,No,No,0,12,493,12,Email Link Clicked,India,Marketing Management,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Thane & Outskirts,01.High,02.Medium,16,16,No,Yes,Email Link Clicked
658744,Landing Page Submission,Direct Traffic,No,No,0,3,381,1.5,Page Visited on Website,India,Operations Management,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,,Thane & Outskirts,02.Medium,01.High,13,17,No,Yes,Page Visited on Website
658714,API,Referral Sites,No,No,0,2,1944,2,Email Opened,India,Others,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,13,No,No,Email Opened
658689,Landing Page Submission,Google,No,No,0,5,65,5,Unreachable,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,,Thane & Outskirts,02.Medium,01.High,13,17,No,No,Modified
658686,API,Organic Search,No,No,0,7,1334,7,Email Opened,India,Business Administration,,Unemployed,,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,Mumbai,02.Medium,02.Medium,14,16,No,Yes,Modified
658677,API,Google,No,No,0,7,615,7,Form Submitted on Website,India,"Banking, Investment And Insurance",Online Search,Unemployed,,No,No,No,No,No,No,No,No,Interested in other courses,Not Sure,No,No,,Thane & Outskirts,02.Medium,02.Medium,13,15,No,No,Modified
658675,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,Finance Management,,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,20,No,No,Email Opened
658656,API,Google,No,No,0,1,250,1,Email Bounced,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,wrong number given,Not Sure,No,No,,,02.Medium,02.Medium,13,15,No,No,Modified
658652,Landing Page Submission,Direct Traffic,No,No,0,2,383,2,Email Link Clicked,India,Business Administration,,Unemployed,,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,Other Metro Cities,02.Medium,02.Medium,14,16,No,Yes,Email Link Clicked
658648,Lead Add Form,Welingak Website,No,No,1,,1240,,,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14,18,No,No,Modified
658634,Lead Add Form,Reference,No,No,1,0,0,0,Email Opened,India,"Banking, Investment And Insurance",,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,,02.Medium,01.High,14,19,No,No,Email Opened
658627,Lead Add Form,Welingak Website,No,No,1,,458,,,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
658623,Lead Add Form,Welingak Website,No,No,1,,1060,,,India,Others,,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Not Sure,No,No,,,02.Medium,02.Medium,14,15,No,No,Modified
